crossing,commune,region,by,type,year,month,value
Paso Los Libertadores,Los Andes,Valparaíso,land,exit,2021,septiembre,"21,437"
Paso Monte Aymond,Laguna Blanca,Magallanes y la Antártica Chilena,land,exit,2021,septiembre,"7,232"
Paso Pehuenche,Curicó,Maule,land,exit,2021,septiembre,0
Paso Pino Hachado - Liucura,Lonquimay,La Araucanía,land,exit,2021,septiembre,"1,332"
Paso Portezuelo Del Cajon,La Estrella,Libertador General Bernardo O'Higgins,land,exit,2021,septiembre,0
Paso Rio Manso,Puerto Montt,Los Lagos,land,exit,2021,septiembre,27
Paso San Francisco - Copiapo,Copiapó,Atacama,land,exit,2021,septiembre,0
Paso San Sebastian,Porvenir,Magallanes y la Antártica Chilena,land,exit,2021,septiembre,"5,214"
Paso Visviri,General Lagos,Arica y Parinacota (XV),land,exit,2021,septiembre,0
Salar De Ollague (Carr. Ffcc),Ollagüe,Antofagasta,land,exit,2021,septiembre,"1,500"
Sico - San Pedro De Atacama,San Pedro de Atacama,Antofagasta (II),land,exit,2021,septiembre,0
Caleta Patillos,Iquique,Tarapacá,sea,exit,2021,septiembre,319
Puerto Angamos,Mejillones,Antofagasta,sea,exit,2021,septiembre,38
Puerto Antofagasta,Antofagasta,Antofagasta,sea,exit,2021,septiembre,36
Puerto Arica,Arica,Arica y Parinacota,sea,exit,2021,septiembre,46
Puerto Cabo Negro,Punta Arenas,Magallanes y de la Antártica Chilena,sea,exit,2021,septiembre,0
Puerto Calbuco,Calbuco,Los Lagos,sea,exit,2021,septiembre,0
Puerto Caldera - Copiapo,Caldera,Atacama,sea,exit,2021,septiembre,81
Puerto Chacabuco,Aysén,Aysén del General Carlos Ibáñez del Campo,sea,exit,2021,septiembre,0
Puerto Coloso,Antofagasta,Antofagasta,sea,exit,2021,septiembre,0
Puerto Coquimbo,Coquimbo,Coquimbo,sea,exit,2021,septiembre,65
Puerto Coronel,Coronel,Bío Bío,sea,exit,2021,septiembre,212
Puerto De Corral,Corral,Los Ríos,sea,exit,2021,septiembre,21
Puerto Iquique,Iquique,Tarapacá,sea,exit,2021,septiembre,427
Puerto Lirquen,Penco,Bío Bío,sea,exit,2021,septiembre,132
Puerto Mejillones,Mejillones,Antofagasta,sea,exit,2021,septiembre,70
Puerto Montt Muelle Fiscal,Puerto Montt,Los Lagos,sea,exit,2021,septiembre,39
Puerto Penco,Penco,Bío Bío,sea,exit,2021,septiembre,0
Puerto Quintero,Quintero,Valparaíso,sea,exit,2021,septiembre,0
Puerto San Antonio,San Antonio,Valparaíso,sea,exit,2021,septiembre,626
Puerto San Vicente,Talcahuano,Biobío,sea,exit,2021,septiembre,406
Puerto Talcahuano,Talcahuano,Biobío,sea,exit,2021,septiembre,127
Puerto Tocopilla,Tocopilla,Antofagasta,sea,exit,2021,septiembre,0
Puerto Valdivia,Valdivia,Los Ríos,sea,exit,2021,septiembre,0
Puerto Valparaiso,Valparaíso,Valparaíso,sea,exit,2021,septiembre,0
Puerto Williams,Cabo de Hornos,Magallanes y de la Antártica Chilena,sea,exit,2021,septiembre,0
Caleta Carolina Michilla,Mejillones,Antofagasta,sea,exit,2021,septiembre,0
"Punta Arenas,/Baiha Gregorio,",Punta Arenas,Magallanes y la Antártica Chilena,sea,exit,2021,septiembre,99
Aeródromo Teniente Gallardo,Puerto Natales,Magallanes y la Antártica Chilena,air,entry,2021,octubre,0
Aeropuerto Andres Sabella,Antofagasta,Antofagasta,air,entry,2021,octubre,212
Aeropuerto Araucania,Temuco,La Araucanía,air,entry,2021,octubre,0
Aeropuerto Carriel Sur,Concepción,Bío Bío,air,entry,2021,octubre,4
Aeropuerto Chacalluta,Arica,Arica y Parinacota,air,entry,2021,octubre,63
Aeropuerto El Loa (Calama),Calama,Antofagasta,air,entry,2021,octubre,0
Aeropuerto El Tepual (Pm),Puerto Montt,Los Lagos,air,entry,2021,octubre,0
Aeropuerto Iquique,Iquique,Tarapacá,air,entry,2021,octubre,260
Aeropuerto Punta Arenas,Punta Arenas,Magallanes y la Antártica Chilena,air,entry,2021,octubre,88
Arturo Merino Benitez,Pudahuel,Santiago Metropolitan Region (RM),air,entry,2021,octubre,"109,999"
Avanzada El Limite,San José de Maipo,Santiago Metropolitan Region (RM),land,entry,2021,octubre,0
Chungara - Tambo Quemado,Putre,Arica y Parinacota,land,entry,2021,octubre,"9,406"
Concordia/Chacalluta Carretera,Arica,Arica y Parinacota,land,entry,2021,octubre,"4,826"
Ferrocarril Arica -Tacna,Arica,Arica y Parinacota,land,entry,2021,octubre,11
Huemules/Balmaceda/,Coyhaique,Aysén,land,entry,2021,octubre,610
Paso Cardenal Samore-Pajaritos,Osorno,Los Lagos,land,entry,2021,octubre,"1,481"
Paso Colchane - Pisiga,Colchane,Tarapacá,land,entry,2021,octubre,"2,133"
Paso De Chile Chico,Chile Chico,Aysén,land,entry,2021,octubre,52
Paso Jama,San Pedro de Atacama,Antofagasta,land,entry,2021,octubre,"1,932"
Paso Los Libertadores,Los Andes,Valparaíso,land,entry,2021,octubre,"25,173"
Paso Monte Aymond,Laguna Blanca,Magallanes y la Antártica Chilena,land,entry,2021,octubre,"10,634"
Paso Pehuenche,Curicó,Maule,land,entry,2021,octubre,2
Paso Pino Hachado - Liucura,Lonquimay,La Araucanía,land,entry,2021,octubre,"1,660"
Paso Portezuelo Del Cajon,La Estrella,Libertador General Bernardo O'Higgins,land,entry,2021,octubre,0
Paso Rio Manso,Puerto Montt,Los Lagos,land,entry,2021,octubre,0
Paso San Francisco - Copiapo,Copiapó,Atacama,land,entry,2021,octubre,0
Paso San Sebastian,Porvenir,Magallanes y la Antártica Chilena,land,entry,2021,octubre,"9,139"
Paso Visviri,General Lagos,Arica y Parinacota (XV),land,entry,2021,octubre,0
Salar De Ollague (Carr. Ffcc),Ollagüe,Antofagasta,land,entry,2021,octubre,"1,406"
Sico - San Pedro De Atacama,San Pedro de Atacama,Antofagasta (II),land,entry,2021,octubre,0
Caleta Patillos,Iquique,Tarapacá,sea,entry,2021,octubre,40
Puerto Angamos,Mejillones,Antofagasta,sea,entry,2021,octubre,0
Puerto Antofagasta,Antofagasta,Antofagasta,sea,entry,2021,octubre,16
Puerto Arica,Arica,Arica y Parinacota,sea,entry,2021,octubre,0
Puerto Cabo Negro,Punta Arenas,Magallanes y de la Antártica Chilena,sea,entry,2021,octubre,0
Puerto Calbuco,Calbuco,Los Lagos,sea,entry,2021,octubre,0
Puerto Caldera - Copiapo,Caldera,Atacama,sea,entry,2021,octubre,146
Puerto Chacabuco,Aysén,Aysén del General Carlos Ibáñez del Campo,sea,entry,2021,octubre,0
Puerto Coloso,Antofagasta,Antofagasta,sea,entry,2021,octubre,0
Puerto Coquimbo,Coquimbo,Coquimbo,sea,entry,2021,octubre,20
Puerto Coronel,Coronel,Bío Bío,sea,entry,2021,octubre,298
Puerto De Corral,Corral,Los Ríos,sea,entry,2021,octubre,0
Puerto Iquique,Iquique,Tarapacá,sea,entry,2021,octubre,416
Puerto Lirquen,Penco,Bío Bío,sea,entry,2021,octubre,149
Puerto Mejillones,Mejillones,Antofagasta,sea,entry,2021,octubre,37
Puerto Montt Muelle Fiscal,Puerto Montt,Los Lagos,sea,entry,2021,octubre,89
Puerto Penco,Penco,Bío Bío,sea,entry,2021,octubre,0
Puerto Quintero,Quintero,Valparaíso,sea,entry,2021,octubre,0
Puerto San Antonio,San Antonio,Valparaíso,sea,entry,2021,octubre,607
Puerto San Vicente,Talcahuano,Biobío,sea,entry,2021,octubre,136
Puerto Talcahuano,Talcahuano,Biobío,sea,entry,2021,octubre,90
Puerto Tocopilla,Tocopilla,Antofagasta,sea,entry,2021,octubre,82
Puerto Valdivia,Valdivia,Los Ríos,sea,entry,2021,octubre,0
Puerto Valparaiso,Valparaíso,Valparaíso,sea,entry,2021,octubre,0
Puerto Williams,Cabo de Hornos,Magallanes y de la Antártica Chilena,sea,entry,2021,octubre,0
Caleta Carolina Michilla,Mejillones,Antofagasta,sea,entry,2021,octubre,0
"Punta Arenas,/Baiha Gregorio,",Punta Arenas,Magallanes y la Antártica Chilena,sea,entry,2021,octubre,667
Aeródromo Teniente Gallardo,Puerto Natales,Magallanes y la Antártica Chilena,air,exit,2021,octubre,7
Aeropuerto Andres Sabella,Antofagasta,Antofagasta,air,exit,2021,octubre,233
Aeropuerto Araucania,Temuco,La Araucanía,air,exit,2021,octubre,0
Aeropuerto Carriel Sur,Concepción,Bío Bío,air,exit,2021,octubre,8
Aeropuerto Chacalluta,Arica,Arica y Parinacota,air,exit,2021,octubre,3
Aeropuerto El Loa (Calama),Calama,Antofagasta,air,exit,2021,octubre,0
Aeropuerto El Tepual (Pm),Puerto Montt,Los Lagos,air,exit,2021,octubre,2
Aeropuerto Iquique,Iquique,Tarapacá,air,exit,2021,octubre,250
Aeropuerto Punta Arenas,Punta Arenas,Magallanes y la Antártica Chilena,air,exit,2021,octubre,19
Arturo Merino Benitez,Pudahuel,Santiago Metropolitan Region (RM),air,exit,2021,octubre,"115,534"
Avanzada El Limite,San José de Maipo,Santiago Metropolitan Region (RM),land,exit,2021,octubre,0
Chungara - Tambo Quemado,Putre,Arica y Parinacota,land,exit,2021,octubre,"8,406"
Concordia/Chacalluta Carretera,Arica,Arica y Parinacota,land,exit,2021,octubre,"4,835"
Ferrocarril Arica -Tacna,Arica,Arica y Parinacota,land,exit,2021,octubre,0
Huemules/Balmaceda/,Coyhaique,Aysén,land,exit,2021,octubre,498
Paso Cardenal Samore-Pajaritos,Osorno,Los Lagos,land,exit,2021,octubre,"1,895"
Paso Colchane - Pisiga,Colchane,Tarapacá,land,exit,2021,octubre,20
Paso De Chile Chico,Chile Chico,Aysén,land,exit,2021,octubre,48
Paso Jama,San Pedro de Atacama,Antofagasta,land,exit,2021,octubre,"1,697"
Paso Los Libertadores,Los Andes,Valparaíso,land,exit,2021,octubre,"24,858"
Paso Monte Aymond,Laguna Blanca,Magallanes y la Antártica Chilena,land,exit,2021,octubre,"10,864"
Paso Pehuenche,Curicó,Maule,land,exit,2021,octubre,101
Paso Pino Hachado - Liucura,Lonquimay,La Araucanía,land,exit,2021,octubre,"1,607"
Paso Portezuelo Del Cajon,La Estrella,Libertador General Bernardo O'Higgins,land,exit,2021,octubre,0
Paso Rio Manso,Puerto Montt,Los Lagos,land,exit,2021,octubre,0
Paso San Francisco - Copiapo,Copiapó,Atacama,land,exit,2021,octubre,0
Paso San Sebastian,Porvenir,Magallanes y la Antártica Chilena,land,exit,2021,octubre,"8,639"
Paso Visviri,General Lagos,Arica y Parinacota (XV),land,exit,2021,octubre,0
Salar De Ollague (Carr. Ffcc),Ollagüe,Antofagasta,land,exit,2021,octubre,"1,313"
Sico - San Pedro De Atacama,San Pedro de Atacama,Antofagasta (II),land,exit,2021,octubre,0
Caleta Patillos,Iquique,Tarapacá,sea,exit,2021,octubre,325
Puerto Angamos,Mejillones,Antofagasta,sea,exit,2021,octubre,20
Puerto Antofagasta,Antofagasta,Antofagasta,sea,exit,2021,octubre,29
Puerto Arica,Arica,Arica y Parinacota,sea,exit,2021,octubre,0
Puerto Cabo Negro,Punta Arenas,Magallanes y de la Antártica Chilena,sea,exit,2021,octubre,42
Puerto Calbuco,Calbuco,Los Lagos,sea,exit,2021,octubre,43
Puerto Caldera - Copiapo,Caldera,Atacama,sea,exit,2021,octubre,84
Puerto Chacabuco,Aysén,Aysén del General Carlos Ibáñez del Campo,sea,exit,2021,octubre,0
Puerto Coloso,Antofagasta,Antofagasta,sea,exit,2021,octubre,0
Puerto Coquimbo,Coquimbo,Coquimbo,sea,exit,2021,octubre,26
Puerto Coronel,Coronel,Bío Bío,sea,exit,2021,octubre,205
Puerto De Corral,Corral,Los Ríos,sea,exit,2021,octubre,43
Puerto Iquique,Iquique,Tarapacá,sea,exit,2021,octubre,133
Puerto Lirquen,Penco,Bío Bío,sea,exit,2021,octubre,226
Puerto Mejillones,Mejillones,Antofagasta,sea,exit,2021,octubre,83
Puerto Montt Muelle Fiscal,Puerto Montt,Los Lagos,sea,exit,2021,octubre,20
Puerto Penco,Penco,Bío Bío,sea,exit,2021,octubre,0
Puerto Quintero,Quintero,Valparaíso,sea,exit,2021,octubre,0
Puerto San Antonio,San Antonio,Valparaíso,sea,exit,2021,octubre,497
Puerto San Vicente,Talcahuano,Biobío,sea,exit,2021,octubre,231
Puerto Talcahuano,Talcahuano,Biobío,sea,exit,2021,octubre,152
Puerto Tocopilla,Tocopilla,Antofagasta,sea,exit,2021,octubre,18
Puerto Valdivia,Valdivia,Los Ríos,sea,exit,2021,octubre,0
Puerto Valparaiso,Valparaíso,Valparaíso,sea,exit,2021,octubre,0
Puerto Williams,Cabo de Hornos,Magallanes y de la Antártica Chilena,sea,exit,2021,octubre,0
Caleta Carolina Michilla,Mejillones,Antofagasta,sea,exit,2021,octubre,19
"Punta Arenas,/Baiha Gregorio,",Punta Arenas,Magallanes y la Antártica Chilena,sea,exit,2021,octubre,164
Aeródromo Teniente Gallardo,Puerto Natales,Magallanes y la Antártica Chilena,air,entry,2021,noviembre,0
Aeropuerto Andres Sabella,Antofagasta,Antofagasta,air,entry,2021,noviembre,570
Aeropuerto Araucania,Temuco,La Araucanía,air,entry,2021,noviembre,0
Aeropuerto Carriel Sur,Concepción,Bío Bío,air,entry,2021,noviembre,9
Aeropuerto Chacalluta,Arica,Arica y Parinacota,air,entry,2021,noviembre,6
Aeropuerto El Loa (Calama),Calama,Antofagasta,air,entry,2021,noviembre,0
Aeropuerto El Tepual (Pm),Puerto Montt,Los Lagos,air,entry,2021,noviembre,0
Aeropuerto Iquique,Iquique,Tarapacá,air,entry,2021,noviembre,336
Aeropuerto Punta Arenas,Punta Arenas,Magallanes y la Antártica Chilena,air,entry,2021,noviembre,126
Arturo Merino Benitez,Pudahuel,Santiago Metropolitan Region (RM),air,entry,2021,noviembre,"163,921"
Avanzada El Limite,San José de Maipo,Santiago Metropolitan Region (RM),land,entry,2021,noviembre,10
Chungara - Tambo Quemado,Putre,Arica y Parinacota,land,entry,2021,noviembre,"9,457"
Concordia/Chacalluta Carretera,Arica,Arica y Parinacota,land,entry,2021,noviembre,"4,713"
Ferrocarril Arica -Tacna,Arica,Arica y Parinacota,land,entry,2021,noviembre,0
Huemules/Balmaceda/,Coyhaique,Aysén,land,entry,2021,noviembre,733
Paso Cardenal Samore-Pajaritos,Osorno,Los Lagos,land,entry,2021,noviembre,"1,508"
Paso Colchane - Pisiga,Colchane,Tarapacá,land,entry,2021,noviembre,"2,512"
Paso De Chile Chico,Chile Chico,Aysén,land,entry,2021,noviembre,56
Paso Jama,San Pedro de Atacama,Antofagasta,land,entry,2021,noviembre,"1,828"
Paso Los Libertadores,Los Andes,Valparaíso,land,entry,2021,noviembre,"27,091"
Paso Monte Aymond,Laguna Blanca,Magallanes y la Antártica Chilena,land,entry,2021,noviembre,"11,089"
Paso Pehuenche,Curicó,Maule,land,entry,2021,noviembre,13
Paso Pino Hachado - Liucura,Lonquimay,La Araucanía,land,entry,2021,noviembre,"1,705"
Paso Portezuelo Del Cajon,La Estrella,Libertador General Bernardo O'Higgins,land,entry,2021,noviembre,0
Paso Rio Manso,Puerto Montt,Los Lagos,land,entry,2021,noviembre,0
Paso San Francisco - Copiapo,Copiapó,Atacama,land,entry,2021,noviembre,13
Paso San Sebastian,Porvenir,Magallanes y la Antártica Chilena,land,entry,2021,noviembre,"8,932"
Paso Visviri,General Lagos,Arica y Parinacota (XV),land,entry,2021,noviembre,0
Salar De Ollague (Carr. Ffcc),Ollagüe,Antofagasta,land,entry,2021,noviembre,"1,123"
Sico - San Pedro De Atacama,San Pedro de Atacama,Antofagasta (II),land,entry,2021,noviembre,0
Caleta Patillos,Iquique,Tarapacá,sea,entry,2021,noviembre,214
Puerto Angamos,Mejillones,Antofagasta,sea,entry,2021,noviembre,0
Puerto Antofagasta,Antofagasta,Antofagasta,sea,entry,2021,noviembre,0
Puerto Arica,Arica,Arica y Parinacota,sea,entry,2021,noviembre,0
Puerto Cabo Negro,Punta Arenas,Magallanes y de la Antártica Chilena,sea,entry,2021,noviembre,45
Puerto Calbuco,Calbuco,Los Lagos,sea,entry,2021,noviembre,0
Puerto Caldera - Copiapo,Caldera,Atacama,sea,entry,2021,noviembre,147
Puerto Chacabuco,Aysén,Aysén del General Carlos Ibáñez del Campo,sea,entry,2021,noviembre,0
Puerto Coloso,Antofagasta,Antofagasta,sea,entry,2021,noviembre,0
Puerto Coquimbo,Coquimbo,Coquimbo,sea,entry,2021,noviembre,53
Puerto Coronel,Coronel,Bío Bío,sea,entry,2021,noviembre,169
Puerto De Corral,Corral,Los Ríos,sea,entry,2021,noviembre,41
Puerto Iquique,Iquique,Tarapacá,sea,entry,2021,noviembre,274
Puerto Lirquen,Penco,Bío Bío,sea,entry,2021,noviembre,230
Puerto Mejillones,Mejillones,Antofagasta,sea,entry,2021,noviembre,0
Puerto Montt Muelle Fiscal,Puerto Montt,Los Lagos,sea,entry,2021,noviembre,29
Puerto Penco,Penco,Bío Bío,sea,entry,2021,noviembre,0
Puerto Quintero,Quintero,Valparaíso,sea,entry,2021,noviembre,0
Puerto San Antonio,San Antonio,Valparaíso,sea,entry,2021,noviembre,47
Puerto San Vicente,Talcahuano,Biobío,sea,entry,2021,noviembre,138
Puerto Talcahuano,Talcahuano,Biobío,sea,entry,2021,noviembre,110
Puerto Tocopilla,Tocopilla,Antofagasta,sea,entry,2021,noviembre,0
Puerto Valdivia,Valdivia,Los Ríos,sea,entry,2021,noviembre,1
Puerto Valparaiso,Valparaíso,Valparaíso,sea,entry,2021,noviembre,0
Puerto Williams,Cabo de Hornos,Magallanes y de la Antártica Chilena,sea,entry,2021,noviembre,660
Caleta Carolina Michilla,Mejillones,Antofagasta,sea,entry,2021,noviembre,0
"Punta Arenas,/Baiha Gregorio,",Punta Arenas,Magallanes y la Antártica Chilena,sea,entry,2021,noviembre,"1,153"
Aeródromo Teniente Gallardo,Puerto Natales,Magallanes y la Antártica Chilena,air,exit,2021,noviembre,3
Aeropuerto Andres Sabella,Antofagasta,Antofagasta,air,exit,2021,noviembre,603
Aeropuerto Araucania,Temuco,La Araucanía,air,exit,2021,noviembre,0
Aeropuerto Carriel Sur,Concepción,Bío Bío,air,exit,2021,noviembre,0
Aeropuerto Chacalluta,Arica,Arica y Parinacota,air,exit,2021,noviembre,12
Aeropuerto El Loa (Calama),Calama,Antofagasta,air,exit,2021,noviembre,0
Aeropuerto El Tepual (Pm),Puerto Montt,Los Lagos,air,exit,2021,noviembre,0
Aeropuerto Iquique,Iquique,Tarapacá,air,exit,2021,noviembre,522
Aeropuerto Punta Arenas,Punta Arenas,Magallanes y la Antártica Chilena,air,exit,2021,noviembre,125
Arturo Merino Benitez,Pudahuel,Santiago Metropolitan Region (RM),air,exit,2021,noviembre,"154,771"
Avanzada El Limite,San José de Maipo,Santiago Metropolitan Region (RM),land,exit,2021,noviembre,4
Chungara - Tambo Quemado,Putre,Arica y Parinacota,land,exit,2021,noviembre,"7,756"
Concordia/Chacalluta Carretera,Arica,Arica y Parinacota,land,exit,2021,noviembre,"4,781"
Ferrocarril Arica -Tacna,Arica,Arica y Parinacota,land,exit,2021,noviembre,0
Huemules/Balmaceda/,Coyhaique,Aysén,land,exit,2021,noviembre,590
Paso Cardenal Samore-Pajaritos,Osorno,Los Lagos,land,exit,2021,noviembre,"1,832"
Paso Colchane - Pisiga,Colchane,Tarapacá,land,exit,2021,noviembre,155
Paso De Chile Chico,Chile Chico,Aysén,land,exit,2021,noviembre,79
Paso Jama,San Pedro de Atacama,Antofagasta,land,exit,2021,noviembre,"1,476"
Paso Los Libertadores,Los Andes,Valparaíso,land,exit,2021,noviembre,"24,615"
Paso Monte Aymond,Laguna Blanca,Magallanes y la Antártica Chilena,land,exit,2021,noviembre,"11,198"
Paso Pehuenche,Curicó,Maule,land,exit,2021,noviembre,111
Paso Pino Hachado - Liucura,Lonquimay,La Araucanía,land,exit,2021,noviembre,"1,637"
Paso Portezuelo Del Cajon,La Estrella,Libertador General Bernardo O'Higgins,land,exit,2021,noviembre,0
Paso Rio Manso,Puerto Montt,Los Lagos,land,exit,2021,noviembre,0
Paso San Francisco - Copiapo,Copiapó,Atacama,land,exit,2021,noviembre,12
Paso San Sebastian,Porvenir,Magallanes y la Antártica Chilena,land,exit,2021,noviembre,"8,362"
Paso Visviri,General Lagos,Arica y Parinacota (XV),land,exit,2021,noviembre,0
Salar De Ollague (Carr. Ffcc),Ollagüe,Antofagasta,land,exit,2021,noviembre,"1,046"
Sico - San Pedro De Atacama,San Pedro de Atacama,Antofagasta (II),land,exit,2021,noviembre,0
Caleta Patillos,Iquique,Tarapacá,sea,exit,2021,noviembre,320
Puerto Angamos,Mejillones,Antofagasta,sea,exit,2021,noviembre,0
Puerto Antofagasta,Antofagasta,Antofagasta,sea,exit,2021,noviembre,0
Puerto Arica,Arica,Arica y Parinacota,sea,exit,2021,noviembre,0
Puerto Cabo Negro,Punta Arenas,Magallanes y de la Antártica Chilena,sea,exit,2021,noviembre,47
Puerto Calbuco,Calbuco,Los Lagos,sea,exit,2021,noviembre,0
Puerto Caldera - Copiapo,Caldera,Atacama,sea,exit,2021,noviembre,150
Puerto Chacabuco,Aysén,Aysén del General Carlos Ibáñez del Campo,sea,exit,2021,noviembre,0
Puerto Coloso,Antofagasta,Antofagasta,sea,exit,2021,noviembre,0
Puerto Coquimbo,Coquimbo,Coquimbo,sea,exit,2021,noviembre,0
Puerto Coronel,Coronel,Bío Bío,sea,exit,2021,noviembre,191
Puerto De Corral,Corral,Los Ríos,sea,exit,2021,noviembre,20
Puerto Iquique,Iquique,Tarapacá,sea,exit,2021,noviembre,152
Puerto Lirquen,Penco,Bío Bío,sea,exit,2021,noviembre,209
Puerto Mejillones,Mejillones,Antofagasta,sea,exit,2021,noviembre,0
Puerto Montt Muelle Fiscal,Puerto Montt,Los Lagos,sea,exit,2021,noviembre,0
Puerto Penco,Penco,Bío Bío,sea,exit,2021,noviembre,0
Puerto Quintero,Quintero,Valparaíso,sea,exit,2021,noviembre,0
Puerto San Antonio,San Antonio,Valparaíso,sea,exit,2021,noviembre,21
Puerto San Vicente,Talcahuano,Biobío,sea,exit,2021,noviembre,343
Puerto Talcahuano,Talcahuano,Biobío,sea,exit,2021,noviembre,106
Puerto Tocopilla,Tocopilla,Antofagasta,sea,exit,2021,noviembre,0
Puerto Valdivia,Valdivia,Los Ríos,sea,exit,2021,noviembre,0
Puerto Valparaiso,Valparaíso,Valparaíso,sea,exit,2021,noviembre,0
Puerto Williams,Cabo de Hornos,Magallanes y de la Antártica Chilena,sea,exit,2021,noviembre,987
Caleta Carolina Michilla,Mejillones,Antofagasta,sea,exit,2021,noviembre,0
"Punta Arenas,/Baiha Gregorio,",Punta Arenas,Magallanes y la Antártica Chilena,sea,exit,2021,noviembre,"1,830"
Aeródromo Teniente Gallardo,Puerto Natales,Magallanes y la Antártica Chilena,air,entry,2021,diciembre,0
Aeropuerto Andres Sabella,Antofagasta,Antofagasta,air,entry,2021,diciembre,"1,351"
Aeropuerto Araucania,Temuco,La Araucanía,air,entry,2021,diciembre,1
Aeropuerto Carriel Sur,Concepción,Bío Bío,air,entry,2021,diciembre,0
Aeropuerto Chacalluta,Arica,Arica y Parinacota,air,entry,2021,diciembre,6
Aeropuerto El Loa (Calama),Calama,Antofagasta,air,entry,2021,diciembre,0
Aeropuerto El Tepual (Pm),Puerto Montt,Los Lagos,air,entry,2021,diciembre,0
Aeropuerto Iquique,Iquique,Tarapacá,air,entry,2021,diciembre,443
Aeropuerto Punta Arenas,Punta Arenas,Magallanes y la Antártica Chilena,air,entry,2021,diciembre,353
Arturo Merino Benitez,Pudahuel,Santiago Metropolitan Region (RM),air,entry,2021,diciembre,"201,863"
Avanzada El Limite,San José de Maipo,Santiago Metropolitan Region (RM),land,entry,2021,diciembre,13
Chungara - Tambo Quemado,Putre,Arica y Parinacota,land,entry,2021,diciembre,"7,281"
Concordia/Chacalluta Carretera,Arica,Arica y Parinacota,land,entry,2021,diciembre,"4,654"
Ferrocarril Arica -Tacna,Arica,Arica y Parinacota,land,entry,2021,diciembre,0
Huemules/Balmaceda/,Coyhaique,Aysén,land,entry,2021,diciembre,821
Paso Cardenal Samore-Pajaritos,Osorno,Los Lagos,land,entry,2021,diciembre,"1,644"
Paso Colchane - Pisiga,Colchane,Tarapacá,land,entry,2021,diciembre,"2,692"
Paso De Chile Chico,Chile Chico,Aysén,land,entry,2021,diciembre,193
Paso Jama,San Pedro de Atacama,Antofagasta,land,entry,2021,diciembre,"1,751"
Paso Los Libertadores,Los Andes,Valparaíso,land,entry,2021,diciembre,"24,085"
Paso Monte Aymond,Laguna Blanca,Magallanes y la Antártica Chilena,land,entry,2021,diciembre,"13,237"
Paso Pehuenche,Curicó,Maule,land,entry,2021,diciembre,8
Paso Pino Hachado - Liucura,Lonquimay,La Araucanía,land,entry,2021,diciembre,"1,402"
Paso Portezuelo Del Cajon,La Estrella,Libertador General Bernardo O'Higgins,land,entry,2021,diciembre,2
Paso Rio Manso,Puerto Montt,Los Lagos,land,entry,2021,diciembre,0
Paso San Francisco - Copiapo,Copiapó,Atacama,land,entry,2021,diciembre,0
Paso San Sebastian,Porvenir,Magallanes y la Antártica Chilena,land,entry,2021,diciembre,"27,646"
Paso Visviri,General Lagos,Arica y Parinacota (XV),land,entry,2021,diciembre,0
Salar De Ollague (Carr. Ffcc),Ollagüe,Antofagasta,land,entry,2021,diciembre,"1,382"
Sico - San Pedro De Atacama,San Pedro de Atacama,Antofagasta (II),land,entry,2021,diciembre,0
Caleta Patillos,Iquique,Tarapacá,sea,entry,2021,diciembre,173
Puerto Angamos,Mejillones,Antofagasta,sea,entry,2021,diciembre,0
Puerto Antofagasta,Antofagasta,Antofagasta,sea,entry,2021,diciembre,22
Puerto Arica,Arica,Arica y Parinacota,sea,entry,2021,diciembre,0
Puerto Cabo Negro,Punta Arenas,Magallanes y de la Antártica Chilena,sea,entry,2021,diciembre,0
Puerto Calbuco,Calbuco,Los Lagos,sea,entry,2021,diciembre,21
Puerto Caldera - Copiapo,Caldera,Atacama,sea,entry,2021,diciembre,106
Puerto Chacabuco,Aysén,Aysén del General Carlos Ibáñez del Campo,sea,entry,2021,diciembre,0
Puerto Coloso,Antofagasta,Antofagasta,sea,entry,2021,diciembre,0
Puerto Coquimbo,Coquimbo,Coquimbo,sea,entry,2021,diciembre,48
Puerto Coronel,Coronel,Bío Bío,sea,entry,2021,diciembre,259
Puerto De Corral,Corral,Los Ríos,sea,entry,2021,diciembre,20
Puerto Iquique,Iquique,Tarapacá,sea,entry,2021,diciembre,413
Puerto Lirquen,Penco,Bío Bío,sea,entry,2021,diciembre,215
Puerto Mejillones,Mejillones,Antofagasta,sea,entry,2021,diciembre,19
Puerto Montt Muelle Fiscal,Puerto Montt,Los Lagos,sea,entry,2021,diciembre,54
Puerto Penco,Penco,Bío Bío,sea,entry,2021,diciembre,19
Puerto Quintero,Quintero,Valparaíso,sea,entry,2021,diciembre,0
Puerto San Antonio,San Antonio,Valparaíso,sea,entry,2021,diciembre,0
Puerto San Vicente,Talcahuano,Biobío,sea,entry,2021,diciembre,217
Puerto Talcahuano,Talcahuano,Biobío,sea,entry,2021,diciembre,250
Puerto Tocopilla,Tocopilla,Antofagasta,sea,entry,2021,diciembre,77
Puerto Valdivia,Valdivia,Los Ríos,sea,entry,2021,diciembre,2
Puerto Valparaiso,Valparaíso,Valparaíso,sea,entry,2021,diciembre,0
Puerto Williams,Cabo de Hornos,Magallanes y de la Antártica Chilena,sea,entry,2021,diciembre,"1,324"
Caleta Carolina Michilla,Mejillones,Antofagasta,sea,entry,2021,diciembre,0
