taxa	date
EPI_ISL_3185615	2021-06-07
EPI_ISL_3185616	2021-07-05
EPI_ISL_3185618	2021-07-05
EPI_ISL_3185620	2021-07-05
EPI_ISL_3185627	2021-07-10
EPI_ISL_3185628	2021-07-11
EPI_ISL_3185629	2021-07-09
EPI_ISL_3185630	2021-07-09
EPI_ISL_3185631	2021-07-09
EPI_ISL_3185633	2021-07-09
EPI_ISL_3185634	2021-07-09
EPI_ISL_3185635	2021-07-09
EPI_ISL_3185644	2021-07-08
EPI_ISL_3185645	2021-07-08
EPI_ISL_3185647	2021-07-09
EPI_ISL_3185648	2021-07-10
EPI_ISL_3185649	2021-07-10
EPI_ISL_3185658	2021-07-08
EPI_ISL_3185665	2021-07-07
EPI_ISL_3185666	2021-07-07
EPI_ISL_3185667	2021-07-09
EPI_ISL_3185668	2021-07-13
EPI_ISL_3185673	2021-07-10
EPI_ISL_3185674	2021-07-10
EPI_ISL_3185675	2021-07-10
EPI_ISL_3185676	2021-07-10
EPI_ISL_3185679	2021-07-10
EPI_ISL_3185685	2021-07-10
EPI_ISL_3185691	2021-07-10
EPI_ISL_3185692	2021-07-10
EPI_ISL_3185693	2021-07-10
EPI_ISL_3185694	2021-07-10
EPI_ISL_3185695	2021-07-10
EPI_ISL_3185696	2021-07-10
EPI_ISL_3185698	2021-07-11
EPI_ISL_3185700	2021-07-10
EPI_ISL_3185701	2021-07-11
EPI_ISL_3185702	2021-07-12
EPI_ISL_3185703	2021-07-10
EPI_ISL_3185709	2021-07-12
EPI_ISL_3185710	2021-07-06
EPI_ISL_3185711	2021-07-06
EPI_ISL_3185712	2021-07-06
EPI_ISL_3185713	2021-07-06
EPI_ISL_3185715	2021-07-11
EPI_ISL_3185718	2021-07-09
EPI_ISL_3185721	2021-07-10
EPI_ISL_3185722	2021-07-10
EPI_ISL_3185726	2021-07-10
EPI_ISL_3185727	2021-07-10
EPI_ISL_3185728	2021-07-10
EPI_ISL_3185731	2021-07-09
EPI_ISL_3185734	2021-07-09
EPI_ISL_3185737	2021-07-13
EPI_ISL_3185739	2021-07-13
EPI_ISL_3185741	2021-07-13
EPI_ISL_3185745	2021-07-13
EPI_ISL_3185746	2021-07-12
EPI_ISL_3185749	2021-07-12
EPI_ISL_3185750	2021-07-12
EPI_ISL_3185752	2021-07-12
EPI_ISL_3185753	2021-07-12
EPI_ISL_3185757	2021-07-12
EPI_ISL_3185759	2021-07-12
EPI_ISL_3185771	2021-07-12
EPI_ISL_3185783	2021-07-12
EPI_ISL_3185795	2021-07-11
EPI_ISL_3185798	2021-07-12
EPI_ISL_3185803	2021-07-12
EPI_ISL_3185804	2021-07-12
EPI_ISL_3185807	2021-07-12
EPI_ISL_3185744	2021-07-13
EPI_ISL_3185766	2021-07-11
EPI_ISL_3185794	2021-07-12
EPI_ISL_3185636	2021-07-09
EPI_ISL_3185637	2021-07-08
EPI_ISL_2543583	2021-05-20
EPI_ISL_2543598	2021-05-14
EPI_ISL_2543625	2021-05-25
EPI_ISL_2543545	2021-05-19
EPI_ISL_2543566	2021-05-16
EPI_ISL_2543577	2021-05-17
EPI_ISL_2543440	2021-05-16
EPI_ISL_2543628	2021-05-25
EPI_ISL_3220107	2021-06-20
EPI_ISL_3220033	2021-06-14
EPI_ISL_3220051	2021-06-22
EPI_ISL_3220053	2021-06-22
EPI_ISL_3220054	2021-06-22
EPI_ISL_3220060	2021-06-22
EPI_ISL_3220061	2021-06-22
EPI_ISL_3220063	2021-06-23
EPI_ISL_3220067	2021-06-22
EPI_ISL_3220070	2021-06-22
EPI_ISL_3220072	2021-06-22
EPI_ISL_3220079	2021-06-22
EPI_ISL_3220085	2021-06-22
EPI_ISL_3220088	2021-06-22
EPI_ISL_3220092	2021-06-23
EPI_ISL_3220096	2021-06-23
EPI_ISL_3220100	2021-06-18
EPI_ISL_3220103	2021-06-20
EPI_ISL_3220105	2021-06-17
EPI_ISL_3220116	2021-06-20
EPI_ISL_3220136	2021-06-26
EPI_ISL_3220138	2021-06-26
EPI_ISL_3220056	2021-06-22
EPI_ISL_3220040	2021-06-22
EPI_ISL_3220042	2021-06-22
EPI_ISL_2597255	2021-04-19
EPI_ISL_2597265	2021-04-20
EPI_ISL_2597256	2021-04-19
EPI_ISL_2597284	2021-04-21
EPI_ISL_2597288	2021-04-21
EPI_ISL_2597306	2021-04-19
EPI_ISL_2597285	2021-04-20
EPI_ISL_3262671	2021-07-18
EPI_ISL_3262686	2021-07-14
EPI_ISL_3262690	2021-07-19
EPI_ISL_3262691	2021-07-19
EPI_ISL_3262696	2021-07-19
EPI_ISL_3262698	2021-07-19
EPI_ISL_3262699	2021-07-18
EPI_ISL_3262700	2021-07-18
EPI_ISL_3262708	2021-07-20
EPI_ISL_3262709	2021-07-20
EPI_ISL_3262710	2021-07-20
EPI_ISL_3262719	2021-07-19
EPI_ISL_3262688	2021-07-19
EPI_ISL_3262689	2021-07-19
EPI_ISL_3368446	2021-07-25
EPI_ISL_3368871	2021-07-17
EPI_ISL_2663564	2021-05-26
EPI_ISL_4628794	2021-08-14
EPI_ISL_4628801	2021-08-14
EPI_ISL_4630498	2021-08-17
EPI_ISL_4630497	2021-08-18
EPI_ISL_4630522	2021-08-17
EPI_ISL_4632065	2021-09-02
EPI_ISL_4632069	2021-09-06
EPI_ISL_4632070	2021-09-06
EPI_ISL_4632073	2021-09-02
EPI_ISL_4632082	2021-09-02
EPI_ISL_4631851	2021-08-21
EPI_ISL_4631955	2021-08-22
EPI_ISL_4631956	2021-08-20
EPI_ISL_4631961	2021-08-20
EPI_ISL_4631952	2021-08-21
EPI_ISL_4632071	2021-09-06
EPI_ISL_4632263	2021-08-30
EPI_ISL_4632321	2021-08-30
EPI_ISL_4632327	2021-08-31
EPI_ISL_4632334	2021-08-31
EPI_ISL_4632343	2021-08-30
EPI_ISL_4632346	2021-08-30
EPI_ISL_4632356	2021-08-30
EPI_ISL_4632385	2021-08-21
EPI_ISL_4632457	2021-09-01
EPI_ISL_4632464	2021-08-31
EPI_ISL_4632465	2021-09-01
EPI_ISL_4632469	2021-09-01
EPI_ISL_4632470	2021-09-01
EPI_ISL_4632471	2021-09-01
EPI_ISL_4632491	2021-09-01
EPI_ISL_4632533	2021-08-31
EPI_ISL_4632696	2021-08-16
EPI_ISL_4632320	2021-08-30
EPI_ISL_4632325	2021-08-31
EPI_ISL_4632326	2021-08-30
EPI_ISL_4632330	2021-08-30
EPI_ISL_4632358	2021-08-30
EPI_ISL_4632376	2021-08-19
EPI_ISL_4632384	2021-08-22
EPI_ISL_4632403	2021-08-21
EPI_ISL_4632404	2021-08-21
EPI_ISL_4632407	2021-08-22
EPI_ISL_4632416	2021-08-23
EPI_ISL_4632420	2021-08-24
EPI_ISL_4632430	2021-08-23
EPI_ISL_4632460	2021-08-31
EPI_ISL_4632468	2021-09-01
EPI_ISL_4632611	2021-08-16
EPI_ISL_4632648	2021-08-16
EPI_ISL_4632662	2021-08-16
EPI_ISL_4632338	2021-08-31
EPI_ISL_4632337	2021-08-27
EPI_ISL_4632378	2021-08-19
EPI_ISL_4632379	2021-08-21
EPI_ISL_4632414	2021-08-23
EPI_ISL_4632418	2021-08-23
EPI_ISL_4632462	2021-08-30
EPI_ISL_4632463	2021-09-01
EPI_ISL_4632722	2021-08-17
EPI_ISL_4635465	2021-08-24
EPI_ISL_4635468	2021-08-23
EPI_ISL_4635496	2021-08-23
EPI_ISL_4635526	2021-08-25
EPI_ISL_4635530	2021-08-24
EPI_ISL_4635531	2021-08-25
EPI_ISL_4635553	2021-08-26
EPI_ISL_4635570	2021-08-27
EPI_ISL_4635576	2021-08-29
EPI_ISL_4635577	2021-08-29
EPI_ISL_4635595	2021-08-24
EPI_ISL_4635597	2021-08-24
EPI_ISL_4635599	2021-08-24
EPI_ISL_4635501	2021-08-23
EPI_ISL_4635529	2021-08-25
EPI_ISL_4635578	2021-08-28
EPI_ISL_4635464	2021-08-23
EPI_ISL_4635561	2021-08-27
EPI_ISL_4635569	2021-08-27
EPI_ISL_4635580	2021-08-29
EPI_ISL_4635581	2021-08-28
EPI_ISL_4635732	2021-08-06
EPI_ISL_4635738	2021-08-21
EPI_ISL_4635744	2021-08-17
EPI_ISL_4635753	2021-08-19
EPI_ISL_4635757	2021-08-21
EPI_ISL_4635783	2021-08-23
EPI_ISL_4635786	2021-08-23
EPI_ISL_4635806	2021-08-20
EPI_ISL_4635807	2021-08-23
EPI_ISL_4636004	2021-08-24
EPI_ISL_4635735	2021-08-23
EPI_ISL_4635736	2021-08-23
EPI_ISL_4636016	2021-08-30
EPI_ISL_4636033	2021-08-28
EPI_ISL_4636038	2021-08-30
EPI_ISL_4636043	2021-08-30
EPI_ISL_4636047	2021-08-30
EPI_ISL_4636048	2021-08-30
EPI_ISL_4636050	2021-08-30
EPI_ISL_4636052	2021-08-30
EPI_ISL_4636113	2021-09-05
EPI_ISL_4636469	2021-09-08
EPI_ISL_4636470	2021-09-10
EPI_ISL_4636524	2021-09-11
EPI_ISL_4636525	2021-09-10
EPI_ISL_4636539	2021-09-10
EPI_ISL_4636565	2021-09-04
EPI_ISL_4636566	2021-09-03
EPI_ISL_4636051	2021-08-29
EPI_ISL_4636534	2021-09-11
EPI_ISL_4635778	2021-08-20
EPI_ISL_4635787	2021-08-23
EPI_ISL_4636046	2021-08-29
EPI_ISL_4649216	2021-08-24
EPI_ISL_4649221	2021-08-24
EPI_ISL_4649188	2021-08-10
EPI_ISL_4649174	2021-08-23
EPI_ISL_4649215	2021-08-24
EPI_ISL_4649343	2021-08-18
EPI_ISL_4649353	2021-08-21
EPI_ISL_4649168	2021-08-23
EPI_ISL_4649182	2021-08-23
EPI_ISL_4649183	2021-08-24
EPI_ISL_4649193	2021-08-23
EPI_ISL_4649194	2021-08-23
EPI_ISL_4649222	2021-08-24
EPI_ISL_4652784	2021-08-28
EPI_ISL_4652955	2021-09-03
EPI_ISL_4652748	2021-08-28
EPI_ISL_4652981	2021-09-02
EPI_ISL_4652741	2021-08-27
EPI_ISL_4652755	2021-08-28
EPI_ISL_4652793	2021-08-28
EPI_ISL_4652962	2021-09-03
EPI_ISL_4652970	2021-09-04
EPI_ISL_4652971	2021-09-02
EPI_ISL_4653504	2021-09-14
EPI_ISL_4654059	2021-09-12
EPI_ISL_4655128	2021-09-07
EPI_ISL_4655136	2021-09-07
EPI_ISL_4655145	2021-09-07
EPI_ISL_4655173	2021-09-07
EPI_ISL_4655242	2021-09-07
EPI_ISL_4655518	2021-09-06
EPI_ISL_4655955	2021-09-07
EPI_ISL_4655129	2021-09-07
EPI_ISL_4655948	2021-09-09
EPI_ISL_4656275	2021-09-16
EPI_ISL_4658084	2021-09-05
EPI_ISL_4658411	2021-09-13
EPI_ISL_4658429	2021-09-13
EPI_ISL_4658074	2021-09-01
EPI_ISL_4659742	2021-09-06
EPI_ISL_3185444	2021-07-03
EPI_ISL_3185622	2021-07-07
EPI_ISL_4704522	2021-09-08
EPI_ISL_3358549	2021-07-12
EPI_ISL_3358559	2021-07-11
EPI_ISL_3368802	2021-07-16
EPI_ISL_3368855	2021-07-11
EPI_ISL_2543453	2021-05-18
EPI_ISL_2543490	2021-05-17
EPI_ISL_3536098	2021-07-30
EPI_ISL_3537171	2021-08-01
EPI_ISL_3341858	2021-07-19
EPI_ISL_2009548	2021-04-25
EPI_ISL_2009277	2021-04-14
EPI_ISL_2009553	2021-04-25
EPI_ISL_2009549	2021-04-24
EPI_ISL_2009303	2021-04-13
EPI_ISL_2009557	2021-04-25
EPI_ISL_2009554	2021-04-23
EPI_ISL_2009551	2021-04-25
EPI_ISL_2009550	2021-04-25
EPI_ISL_2009555	2021-04-23
EPI_ISL_2009540	2021-04-23
EPI_ISL_2009547	2021-04-25
EPI_ISL_2009539	2021-04-23
EPI_ISL_2009542	2021-04-25
EPI_ISL_2009272	2021-04-14
EPI_ISL_2009270	2021-04-18
EPI_ISL_2009289	2021-04-15
EPI_ISL_2009274	2021-04-14
EPI_ISL_2009271	2021-04-12
EPI_ISL_2009276	2021-04-14
EPI_ISL_2009195	2021-04-05
EPI_ISL_2009537	2021-04-22
EPI_ISL_2009552	2021-04-24
EPI_ISL_2009535	2021-04-26
EPI_ISL_2009538	2021-04-22
EPI_ISL_2009544	2021-04-25
EPI_ISL_2009243	2021-04-02
EPI_ISL_2009196	2021-04-05
EPI_ISL_2009292	2021-04-13
EPI_ISL_2009295	2021-04-15
EPI_ISL_2009207	2021-04-09
EPI_ISL_2009607	2021-04-18
EPI_ISL_2009621	2021-04-17
EPI_ISL_2009612	2021-04-17
EPI_ISL_2009616	2021-04-17
EPI_ISL_2009619	2021-04-17
EPI_ISL_2009622	2021-04-16
EPI_ISL_2009625	2021-04-19
EPI_ISL_2009600	2021-04-19
EPI_ISL_2009601	2021-04-19
EPI_ISL_2009606	2021-04-18
EPI_ISL_2009618	2021-04-14
EPI_ISL_2009613	2021-04-18
EPI_ISL_2009615	2021-01-17
